question,answer,supporting_facts/0,supporting_facts/1,graph_path/0,graph_path/1,graph_path/2,graph_path/3,template,Corrected Questions,Comment 
"Which dish, famous for made with apricots and custard, is located in the capital city of the state where the personality “Farah (actress)” (known for leading bollywood actress of the mid 1980s and mid 1990s) is associated?",Qubani ka Meetha,"A leading Bollywood actress of the mid 1980s and Mid 1990s,made her debut in Faasle in 1985 under the Yash Chopra films banner.","A typical dessert made with apricots and custard, containing a mildly sour-smelling sweet apricot puree with Indian spices like cardamom and saffron and is served over creamy vanilla custard, on top of which the crunchy dry fruit garnish makes this dessert regal and scrumptious.",personalities:farah_actress,state:telangana,city:hyderabad,cuisine:qubani_ka_meetha,cap_v1,"Which dish, famous for being made with apricots and custard, is associated with the capital city of the state where the personality “Farah” is based?","removed ""(actress)”,""(known for leading bollywood actress of the mid 1980s and mid 1990s)"",corrected question grammatically and changed “is located in the capital city” with “is associated with the capital city”"
"Which historic site, famous for hill is approximately 614 metres (2, is located in the capital city of the state where the tourist attraction “Nehru Zoological Park” (known for zoo located near mir alam tank in bahadurpura) is associated?",Moula Ali hill,A zoo located near Mir Alam Tank in Bahadurpura.It is one of the most visited destinations.,"The hill is approximately 614 metres (2,014 ft) tall. it has 484 steps from dargah to bottom of the hill and has about 600 tombs around it.",tourism:nehru_zoological_park,state:telangana,city:hyderabad,history:moula_ali_hill,cap_v1,"Which historic site, famous for its hill approximately 614 metres 2,014 ft high, is located in the capital city of the state where the tourist attraction “Nehru Zoological Park” is located","removed  ""(known for zoo located near mir alam tank in bahadurpura)"",“famous for hill is approximately 614 metres (2,” with “famous for its hill approximately 614 metres 2,014 ft high”"
"Which personality, famous for it is spread across an area of 5, is located in the capital city of the state where the art piece “Cheriyal scroll painting” (known for stylized religious cloth-scroll paintings) is associated?",Hussain Sagar,"A stylized religious cloth-scroll paintings,the scrolls are painted in a narrative format, much like a film roll or a comic strip, depicting stories from Indian mythology,and intimately tied to the shorter stories from the Puranas and Epics","A heart-shaped lake ,built by Ibrahim Quli Qutb Shah in 1562. It is spread across an area of 5.7 square kilometres (2.2 sq mi) and is fed by the River Musi.The maximum depth of the lake is 32 feet (9.8 m).",art:cheriyal_scroll_painting,state:telangana,city:hyderabad,personalities:hussain_sagar,cap_v1,"Which personality, famous for contributions to an area of 5 [units—please specify], is based in the capital city of the state where the art form “Cheriyal scroll painting” is associated?","removed ""(known for stylized religious cloth-scroll paintings)"",corrected the question grammatically"
"Which personality, famous for indian theatre personality and film maker of ad and documentary films, is located in the capital city of the state where the national park “Mrugavani National Park” (known for national park situated at chilkur in moinabad mandal) is associated?",Mohammad Ali Baig,"A national park situated at Chilkur in Moinabad mandal, 20 km from MGBS and covers an area of 3.6 square kilometres (1.4 sq mi) or 1211 acres.","An Indian theatre personality and film maker of ad and documentary films, referred to by the media as 'Global Face of Hyderabadi Theatre', 'Sultan of Epics' and 'Master of Revival'.He is the recipient of the Padmashri.",tourism:mrugavani_national_park,state:telangana,city:hyderabad,personalities:mohammad_ali_baig,cap_v1,"Which personality, famous as an Indian theatre artist and filmmaker of advertisements and documentary films, is based in the capital city of the state where the national park “Mrugavani National Park” is located?","removed  ""(known for national park situated at chilkur in moinabad mandal)"",changed “famous for indian theatre personality and film maker of ad and documentary films” with “famous as an Indian theatre artist and filmmaker of advertisements and documentary films”"
"Which personality, famous for famous urdu writer and poet, is located in the capital city of the state where the religious tradition “Birla Mandir, Hyderabad” (known for hindu temple built on a 280 feet (85 m) high hillock called) is associated?",Talat Aziz,"A Hindu temple built on a 280 feet (85 m) high hillock called Naubath Pahad on a 13 acres (53,000 m2)","A famous Urdu writer and poet,attended Hyderabad Public School, Begumpet.",religion:birla_mandir_hyderabad,state:telangana,city:hyderabad,personalities:talat_aziz,cap_v1,"Which personality, famous as an Urdu writer and poet, is based in the capital city of the state where the religious site “Birla Mandir, Hyderabad” is located?","removed ""(known for hindu temple built on a 280 feet (85 m) high hillock called)"",replaced “famous for famous urdu writer and poet” with “famous as an Urdu writer and poet” and changed “is located in the capital city” with “is based in the capital city”"
"Which historic polity, famous for viceroy of the deccanâ€”(administrator of six mughal governorates) under the mughal emperors, is located in the capital city of the state where the palace “Falaknuma Palace” (known for former palace and currently a luxury hotel) is associated?",Asaf Jahi dynasty,A former palace and currently a luxury hotel .It is on a hillock and covers a 13-hectare (32-acre) area,"A Muslim dynasty founded by Mir Qamar-ud-Din Siddiqi, a Viceroy of the Deccanâ€”(administrator of six Mughal governorates) under the Mughal emperors from 1713 to 1721.",tourism:falaknuma_palace,state:telangana,city:hyderabad,history:asaf_jahi_dynasty,cap_v1,"Which historic polity, famous for the Viceroy of the Deccan under the Mughal emperors, was located in the capital city of the state where the palace “Falaknuma Palace” is located?","removed brackets ”(administrator of six mughal governorates)"",""(known for former palace and currently a luxury hotel)"",changed “viceroy of the deccanâ€” under the mughal emperors” with “the Viceroy of the Deccan under the Mughal emperors” and corrected the question grammatically"
"Which historic site, famous for central commercial district named after the british resident albert abid, is located in the capital city of the state where the tourist attraction “Makkah Masjid, Hyderabad” (known for built during the 17th century and is a state-protected monument) is associated?",Abids,"The largest mosque,built during the 17th century and is a state-protected monument.",A central commercial district named after the British resident Albert Abid.,tourism:makkah_masjid_hyderabad,state:telangana,city:hyderabad,history:abids,cap_v1,"Which historic site, famous as the central commercial district named after the British Resident Albert Abid, is located in the capital city of the state where the tourist attraction “Makkah Masjid, Hyderabad” is located?","removed unwanted brackets ""(known for built during the 17th century and is a state-protected monument)"",changed “famous for central commercial district named after the british resident albert abid” with “famous as the central commercial district named after the British Resident Albert Abid”"
"Which art piece, famous for stylized religious cloth-scroll paintings, is located in the capital city of the state where the personality “Ravindra Bharathi” (known for prominent cultural auditorium for performing arts named after rabindranath tagore) is associated?",Cheriyal scroll painting,A prominent cultural auditorium for performing arts named after Rabindranath Tagore.,"A stylized religious cloth-scroll paintings,the scrolls are painted in a narrative format, much like a film roll or a comic strip, depicting stories from Indian mythology,and intimately tied to the shorter stories from the Puranas and Epics",personalities:ravindra_bharathi,state:telangana,city:hyderabad,art:cheriyal_scroll_painting,cap_v1,"Which art form, famous for stylized religious cloth-scroll paintings, is associated with the capital city of the state where the personality “Ravindra Bharathi” is located?","removed  ""(known for prominent cultural auditorium for performing arts named after rabindranath tagore)"",changed “is located in the capital city” with “is associated with the capital city”"
"Which personality, famous for indian actress of film, is located in the capital city of the state where the palace “Basheer Bagh Palace” (known for former royal palace of the paigah nobles) is associated?",Shabana Azmi,"A former royal palace of the Paigah nobles, built in the eighteenth century near Hussain Sagar.","An Indian actress of film, television and theatre. Her career in the Hindi film industry has spanned over 160 films, mostly within independent and neorealist parallel cinema, though her work extended to mainstream films as well as a number of international projects.She has won a record of five National Film Awards for Best Actress,in addition to five Filmfare Awards and several international accolades. The Government of India honoured her with the Padma Shri in 1998 and the Padma Bhushan in 2012.",history:basheer_bagh_palace,state:telangana,city:hyderabad,personalities:shabana_azmi,cap_v1,"Which personality, famous as an Indian film actress, is based in the capital city of the state where the palace “Basheer Bagh Palace” is located?","removed ""(known for former royal palace of the paigah nobles)"",corrected the question grammatically,changed ""is located in the capital city” with “is based in the capital city”"
"Which wildlife sanctuary, famous for 51 km2 (20 sq mi) large wildlife sanctuary, is located in the capital city of the state where the art piece “Thanka Painting” (known for tibetan buddhist religious scroll painting found hanging in monasteries and in sikkimese) is associated?",Fambong Lho Wildlife Sanctuary,"A Tibetan Buddhist religious scroll painting found hanging in monasteries and in Sikkimese homes, on cotton or silk, bordered with brocade and often dyes together with gold dust and gold thread",A 51 km2 (20 sq mi) large wildlife sanctuary.It is contiguous with Khangchendzonga National Park and located around 30 km (19 mi).,art:thanka_painting,state:sikkim,city:gangtok,tourism:fambong_lho_wildlife_sanctuary,cap_v1,"Which wildlife sanctuary, famous for its 51 km² area, is located in the capital city of the state where the art form “Thangka painting” is associated?","removed brackets ""(20 sq mi)"",”(known for tibetan buddhist religious scroll painting found hanging in monasteries and in sikkimese)"",changed “famous for 51 km2 large wildlife sanctuary” with “famous for its 51 km² area”,Corrected spelling Thanka with Thangka."
"Which historic site, famous for european styled architectural palace was built, is located in the capital city of the state where the tourist attraction “Nehru Zoological Park” (known for zoo located near mir alam tank in bahadurpura) is associated?",Khursheed Jah Devdi,A zoo located near Mir Alam Tank in Bahadurpura.It is one of the most visited destinations.,"A European styled architectural palace was built by the Ancestors of Paigah noble Amir-Paigah Khursheed Jah Bahadur Shams-ul-Umra IV,Its interiors were once adorned with expensive carpets and exclusive chandeliers. It is located at Hussaini Alam.",tourism:nehru_zoological_park,state:telangana,city:hyderabad,history:khursheed_jah_devdi,cap_v1,"Which historic site, famous for its European-styled architectural palace, is located in the capital city of the state where the tourist attraction “Nehru Zoological Park” is located?","removed ""(known for zoo located near mir alam tank in bahadurpura)"",capitalize European and changed “famous for european styled architectural palace was built” with “famous for its European-styled architectural palace”"
"Which art piece, famous for largest film industry in india, is located in the capital city of the state where the tourist attraction “Telangana State Archaeology Museum” (known for oldest museum was first established in 1927) is associated?",Telugu cinema,"Oldest museum was first established in 1927,located in Town Hall where today State Assembly is located.The museum was later shifted to the present building constructed by the seventh Nizam and in 1930.","The largest film industry in India by box-office revenue as of 2021. It sold 23.3 crore (233 million) tickets in 2022, the highest among all Indian filmÂ industries.",tourism:telangana_state_archaeology_museum,state:telangana,city:hyderabad,art:telugu_cinema,cap_v1,"Which art form, famous for being part of the largest film industry in India, is associated with the capital city of the state where the tourist attraction “Telangana State Archaeology Museum” is located?","removed brackets ""(known for oldest museum was first established in 1927)"", changed “famous for largest film industry in india” with “famous for being part of the largest film industry in India”,changed “is located in the capital city” with “is associated with the capital city”"
"Which dish, famous for biryani made with basmati rice and meat (mostly goat meat), is located in the capital city of the state where the historic site “Pathargatti” (known for prominent sandstone-built shopping arcade constructed in the late 19th century) is associated?",Hyderabadi Biryani,A prominent sandstone-built shopping arcade constructed in the late 19th century.,A style of biryani made with basmati rice and meat (mostly goat meat),history:pathargatti,state:telangana,city:hyderabad,cuisine:hyderabadi_biryani,cap_v1,"Which dish, famous for biryani made with basmati rice and meat, is associated with the capital city of the state where the historic site “Pathargatti” is located?","removed ""(mostly goat meat)"",""(known for prominent sandstone-built shopping arcade constructed in the late 19th century)"",changed “is located in the capital city” with “is associated with the capital city”"
"Which historic polity, famous for viceroy of the deccanâ€”(administrator of six mughal governorates) under the mughal emperors, is located in the capital city of the state where the tourist attraction “Banjara Hills” (known for urban commercial centre and) is associated?",Asaf Jahi dynasty,"An urban commercial centre and one of the most affluent neighbourhoods This area was a hilly forest and was least inhabited in the past. Only a few royal members of the Nizam's dynasty lived here, which was a hunting ground for them. This area now has completely been transformed to an urban commercial centre consisting of an array of high-end hotels, restaurants, night clubs and office buildings of global corporations.","A Muslim dynasty founded by Mir Qamar-ud-Din Siddiqi, a Viceroy of the Deccanâ€”(administrator of six Mughal governorates) under the Mughal emperors from 1713 to 1721.",tourism:banjara_hills,state:telangana,city:hyderabad,history:asaf_jahi_dynasty,cap_v1,"Which historic polity, famous for the Viceroy of the Deccan under the Mughal emperors, was located in the capital city of the state with which the tourist attraction “Banjara Hills” is associated?","removed brackets ""(administrator of six mughal governorates)"" ,""(known for urban commercial centre and)"",changed “famous for viceroy of the deccanâ€” under the mughal emperors” with “famous for the Viceroy of the Deccan under the Mughal emperors”,fixed grammar"
"Which personality, famous for tv host and beauty pageant titleholder who the winner of mr india, is located in the capital city of the state where the dish “Qubani ka Meetha” (known for made with apricots and custard) is associated?",Rohit Khandelwal,"A typical dessert made with apricots and custard, containing a mildly sour-smelling sweet apricot puree with Indian spices like cardamom and saffron and is served over creamy vanilla custard, on top of which the crunchy dry fruit garnish makes this dessert regal and scrumptious.","An Indian actor, model, tv host and beauty pageant titleholder who the winner of Mr India 2015 and the first ever Indian and Asian to be crowned Mister World 2016.",cuisine:qubani_ka_meetha,state:telangana,city:hyderabad,personalities:rohit_khandelwal,cap_v1,"Which personality, famous as a TV host and beauty pageant titleholder who won the Mr. India contest, is based in the capital city of the state with which the dish “Qubani ka Meetha” is associated?","removed unwanted brackets ""(known for made with apricots and custard)"",changed “famous for tv host” with “famous as a TV host”, fixed grammar and corrected phrasing"
"Which church, famous for that was built between 1927 and 1931, is located in the capital city of the state where the personality “Shah Rukh Khan” (known for indian actor and film producer who works in hindi cinema) is associated?",Cathedral Church of the Redemption,"An Indian actor and film producer who works in Hindi cinema,referred to in the media as the ""Baadshah of Bollywood"" and ""King Khan"", appeared in more than 100 films, and earned numerous accolades, including 14 Filmfare Awards, awarded the Padma Shri by the Government of India, as well as the Order of Arts and Letters and Legion of Honour by the GovernmentÂ ofÂ France","A Church that was built between 1927 and 1931, located east of Parliament House and RashtrapatiÂ Bhavan",personalities:shah_rukh_khan,state:delhi,city:new_delhi,tourism:cathedral_church_redemption,cap_v1,"Which church, famous for being built between 1927 and 1931, is located in the capital city of the state with which the personality “Shah Rukh Khan” is associated?","removed brackets ""(known for indian actor and film producer who works in hindi cinema)"",Replaced “famous for that was built” with “famous for being built”,changed ""in the capital city of the state where the personality “Shah Rukh Khan” is associated"" with ""in the capital city of the state with which the personality “Shah Rukh Khan” is associated"""
"Which language, famous for kherwarian munda language spoken natively, is located in the capital city of the state where the personality “Jaipal Singh Munda” (known for and constitution framer from jharkhand) is associated?",Santali & Ho,"A tribal leader, hockey Olympian, and Constitution framer from Jharkhand.","A Kherwarian Munda language spoken natively by the Santal people of South Asia,most widely-spoken language of the Munda subfamily of the Austroasiatic languages, related to Ho and Mundari.It is a recognised regional language of India as per the Eighth Schedule of the Indian Constitution.It is spoken by around 7.6 million peopleÂ inÂ India.",personalities:jaipal_singh_munda,state:jharkhand,city:ranchi,language:santali_ho,cap_v1,"Which language, a Kherwarian Munda language spoken natively, is associated with the capital city of the state where the personality 'Jaipal Singh Munda' is associated?","removed brackets ""(known for and constitution framer from jharkhand)"",changed ""famous for kherwarian munda language spoken natively"" with ""a Kherwarian Munda language spoken natively"""
"Which tourist attraction, famous for historical royal garden in imphal west established, is located in the capital city of the state where the temple “Sree Shree Govindaji Temple” (known for 19th century vaishnavite temple in imphal housing the divine idol of lord) is associated?",Khogampatt Gardens,A 19th century Vaishnavite temple in Imphal housing the divine idol of Lord Govindaji,A historical royal garden in Imphal West established by Manipur royalty,religion:sree_shree_govindaji_temple,state:manipur,city:imphal,tourism:khogampatt_gardens,cap_v1,"Which tourist attraction, a historical royal garden established in Imphal West, is located in the capital city of the state where the temple 'Sree Shree Govindaji Temple' is situated?","removed unwanted brackets ""(known for 19th century vaishnavite temple in imphal housing the divine idol of lord)"",corrected the question grammatically"
"Which art piece, famous for largest film industry in india, is located in the capital city of the state where the personality “Ali Yavar Jung” (known for indian diplomat served as indian ambassador in argentina) is associated?",Telugu cinema,"An Indian diplomat served as Indian Ambassador in Argentina, Egypt, Yugoslavia and Greece, France, and the United States.","The largest film industry in India by box-office revenue as of 2021. It sold 23.3 crore (233 million) tickets in 2022, the highest among all Indian filmÂ industries.",personalities:ali_yavar_jung,state:telangana,city:hyderabad,art:telugu_cinema,cap_v1,"Which art form, associated with the largest film industry in India, is connected to the capital city of the state where the personality 'Ali Yavar Jung' is associated?","removed brackets ""(known for indian diplomat served as indian ambassador in argentina)"",changed ""famous for largest film industry in india"" with ""associated with the largest film industry in India"",capitalized India"
,,,,,,,Shampy,,,
"Which personality, famous for famous urdu writer and poet, is located in the capital city of the state where the art piece “Deccan painting” (known for indian miniature painting produced in the deccan region) is associated?",Talat Aziz,"Indian miniature painting produced in the Deccan region, in the various Muslim capitals of the Deccan sultanates that emerged from the break-up of the Bahmani Sultanate by 1520.These were Bijapur, Golkonda, Ahmadnagar, Bidar, and Berar.","A famous Urdu writer and poet,attended Hyderabad Public School, Begumpet.",art:deccan_painting,state:telangana,city:hyderabad,personalities:talat_aziz,cap_v1,"Which personality, a famous Urdu writer and poet, is located in the capital city of the state associated with the art form “Deccan painting”?","Replaced ""famous for"" with ""a""and removed ""(known for indian miniature painting produced in the deccan region)"""
"Which transport mode, famous for main airport of jharkhand, is located in the capital city of the state where the personality “Jaipal Singh Munda” (known for and constitution framer from jharkhand) is associated?",Birsa Munda Airport,"A tribal leader, hockey Olympian, and Constitution framer from Jharkhand.","The main airport of Jharkhand, named after tribal leader Birsa Munda.",personalities:jaipal_singh_munda,state:jharkhand,city:ranchi,transport:birsa_munda_airport,cap_v1,"Which mode of transport, associated with the main airport, is located in the capital city of the state where the personality “Jaipal Singh Munda” is associated?","Removed ""(known for and constitution framer from jharkhand)"", ""jharkhand"" and replaced ""transport mode"" by ""mode of transport"""
"Which historic site, famous for hill is approximately 614 metres (2, is located in the capital city of the state where the personality “Rohit Khandelwal” (known for tv host and beauty pageant titleholder who the winner of mr india) is associated?",Moula Ali hill,"An Indian actor, model, tv host and beauty pageant titleholder who the winner of Mr India 2015 and the first ever Indian and Asian to be crowned Mister World 2016.","The hill is approximately 614 metres (2,014 ft) tall. it has 484 steps from dargah to bottom of the hill and has about 600 tombs around it.",personalities:rohit_khandelwal,state:telangana,city:hyderabad,history:moula_ali_hill,cap_v1,"Which historic site, famous for hill is located in the capital city of the state where the personality “Rohit Khandelwal” is associated?","Removed ""(known for tv host and beauty pageant titleholder who the winner of mr india)"", "" is approximately 614 metres (2,"""
"Which personality, famous for indian actress of film, is located in the capital city of the state where the historic site “Dewan Devdi” (known for situated close to charminar and chowmahalla palace) is associated?",Shabana Azmi,"The palace of the nobles, the Salar Jungs, situated close to Charminar and Chowmahalla Palace .The word Diwan means Prime Minister, and Devdi refers to mansions of Hyderabadi noblemen.","An Indian actress of film, television and theatre. Her career in the Hindi film industry has spanned over 160 films, mostly within independent and neorealist parallel cinema, though her work extended to mainstream films as well as a number of international projects.She has won a record of five National Film Awards for Best Actress,in addition to five Filmfare Awards and several international accolades. The Government of India honoured her with the Padma Shri in 1998 and the Padma Bhushan in 2012.",history:dewan_devdi,state:telangana,city:hyderabad,personalities:shabana_azmi,cap_v1,"Which personality, famous for indian actress of film is located in the capital city of the state where the historic site “Dewan Devdi” is associated?","Removed ""(known for situated close to charminar and chowmahalla palace)"""
"Which personality, famous for indian actress who primarily works in hindi films, is located in the capital city of the state where the historic site “Abids” (known for central commercial district named after the british resident albert abid) is associated?",Dia Mirza,A central commercial district named after the British resident Albert Abid.,"An Indian actress who primarily works in Hindi films, won the title of Miss Asia Pacific International in 2000 after being crowned Femina Miss India Asia Pacific 2000. Mirza made her acting debut with the Hindi film Rehnaa Hai Terre Dil Mein (2001), which earned her the Filmfare Award for Best Female Debut nomination.",history:abids,state:telangana,city:hyderabad,personalities:dia_mirza,cap_v1,"Which personality, famous as an Indian actress who primarily works in Hindi films, is located in the capital city of the state where the historic site is associated?","Done some grammatical changes by replacing ""for"" with ""as an"" and removed(known for central commercial district named after the british resident albert abid),""Abids"""
"Which personality, famous for indian educationist and politician who served as the vice president of india, is located in the capital city of the state where the historic site “Abids” (known for central commercial district named after the british resident albert abid) is associated?",Zakir Husain,A central commercial district named after the British resident Albert Abid.,An Indian educationist and politician who served as the vice president of India from 1962 to 1967 and president of India from 13 May 1967 until his death on 3 May 1969.,history:abids,state:telangana,city:hyderabad,personalities:zakir_husain,cap_v1,"Which personality, famous as an indian educationist and politician who served as the vice president of india, is located in the capital city of the state where the historic site is associated?","Corrected it grammatically by replacing ""for"" with ""as an"" and removed"" “Abids” (known for central commercial district named after the british resident albert abid)"""
"Which language, famous for kherwarian munda language spoken natively, is located in the capital city of the state where the transport mode “Hatia Railway Station” (known for major railway junction serving ranchi and surrounding areas) is associated?",Santali & Ho,A major railway junction serving Ranchi and surrounding areas.,"A Kherwarian Munda language spoken natively by the Santal people of South Asia,most widely-spoken language of the Munda subfamily of the Austroasiatic languages, related to Ho and Mundari.It is a recognised regional language of India as per the Eighth Schedule of the Indian Constitution.It is spoken by around 7.6 million peopleÂ inÂ India.",transport:hatia_railway_station,state:jharkhand,city:ranchi,language:santali_ho,cap_v1,"Which language, belonging to the Kherwarian Munda group and spoken natively, is associated with the capital city of the state where the transport mode is located?","Corrected it grammatically by replacing ""famous for"" with ""belonging to the"", ""language"" with ""group and"" ,""located"" with  ""associated with"",""associated"" with ""located"" and removed ""“Hatia Railway Station” (known for major railway junction serving ranchi and surrounding areas)"""
"Which historic site, famous for european styled architectural palace was built, is located in the capital city of the state where the palace “Falaknuma Palace” (known for former palace and currently a luxury hotel) is associated?",Khursheed Jah Devdi,A former palace and currently a luxury hotel .It is on a hillock and covers a 13-hectare (32-acre) area,"A European styled architectural palace was built by the Ancestors of Paigah noble Amir-Paigah Khursheed Jah Bahadur Shams-ul-Umra IV,Its interiors were once adorned with expensive carpets and exclusive chandeliers. It is located at Hussaini Alam.",tourism:falaknuma_palace,state:telangana,city:hyderabad,history:khursheed_jah_devdi,cap_v1,"Which historic site, famous for its European-styled architectural palace, is located in the capital city of the state where the 'Falaknuma Palace' is associated?","Added ""its"" after ""for"", removed  ""was built"" and ""(known for former palace and currently a luxury hotel)"""
"Which tourist attraction, famous for oldest museum was first established in 1927, is located in the capital city of the state where the mosque “Mian Mishk Mosque” (known for located near purana pul) is associated?",Telangana State Archaeology Museum,"A former mosque,located near Purana Pul","Oldest museum was first established in 1927,located in Town Hall where today State Assembly is located.The museum was later shifted to the present building constructed by the seventh Nizam and in 1930.",religion:mian_mishk_mosque,state:telangana,city:hyderabad,tourism:telangana_state_archaeology_museum,cap_v1,"Which tourist attraction, famous as the  oldest museum was first established in 1927, is located in the capital city of the state where the mosque “Mian Mishk Mosque” is associated?"," Corrected the question grammatically by replacing ""for"" with ""as the"" and removed ""(known for located near purana pul)"""
"Which festival, famous for traditional meitei lunar ritual festival held in imphal celebrating agricultural and cultural, is located in the capital city of the state where the tourist attraction “Khogampatt Gardens” (known for historical royal garden in imphal west established) is associated?",Kang festival,A historical royal garden in Imphal West established by Manipur royalty,A traditional Meitei lunar ritual festival held in Imphal celebrating agricultural and cultural traditions,tourism:khogampatt_gardens,state:manipur,city:imphal,festival:kang_festival,cap_v1,"Which festival, famous for traditional meitei lunar ritual festival held in imphal celebrating agricultural and cultural, is located in the capital city of the state where the tourist attraction “Khogampatt Gardens” is associated?","Removed ""(known for historical royal garden in imphal west established)"""
"Which personality, famous for award-winning indian weightlifter and multiple commonwealth games medalist from manipur, is located in the capital city of the state where the tourist attraction “Khogampatt Gardens” (known for historical royal garden in imphal west established) is associated?",Kunjarani Devi,A historical royal garden in Imphal West established by Manipur royalty,An award-winning Indian weightlifter and multiple Commonwealth Games medalist from Manipur.,tourism:khogampatt_gardens,state:manipur,city:imphal,personalities:kunjarani_devi,cap_v1,"Which personality, famous for award-winning indian weightlifter and multiple commonwealth games medalist from manipur, is located in the capital city of the state where the tourist attraction “Khogampatt Gardens”is associated?",(known for historical royal garden in imphal west established) 
"Which tourist attraction, famous for about 8 kilometers north of secunderabad, is located in the capital city of the state where the personality “Rohit Khandelwal” (known for tv host and beauty pageant titleholder who the winner of mr india) is associated?",Alwal Lake,"An Indian actor, model, tv host and beauty pageant titleholder who the winner of Mr India 2015 and the first ever Indian and Asian to be crowned Mister World 2016.","An artificial lake,about 8 kilometers north of Secunderabad. There were many issues associated with the lake, which made a highly tensed situation for the Alwal Municipality Officials.",personalities:rohit_khandelwal,state:telangana,city:hyderabad,tourism:alwal_lake,cap_v1,"Which tourist attraction, is located in the capital city of the state where the personality “Rohit Khandelwal”is associated?","Corrected the question by removing ""(known for tv host and beauty pageant titleholder who the winner of mr india)""and ""famous for about 8 kilometers north of secunderabad,"""
"Which historic site, famous for 19thâ€‘century palace with european-style architecture, is located in the capital city of the state where the dish “Hyderabadi Biryani” (known for biryani made with basmati rice and meat (mostly goat meat)) is associated?",Errum Manzil,A style of biryani made with basmati rice and meat (mostly goat meat),"A 19thâ€‘century palace with European-style architecture, now a government office.",cuisine:hyderabadi_biryani,state:telangana,city:hyderabad,history:errum_manzil,cap_v1,"Which historic site, famous for 19th century palace with european-style architecture, is located in the capital city of the state where the dish “Hyderabadi Biryani” is associated?","Removed ""(known for biryani made with basmati rice and meat (mostly goat meat))"""
"Which historic site, famous for 19thâ€‘century palace with european-style architecture, is located in the capital city of the state where the tourist attraction “Alwal Lake” (known for about 8 kilometers north of secunderabad) is associated?",Errum Manzil,"An artificial lake,about 8 kilometers north of Secunderabad. There were many issues associated with the lake, which made a highly tensed situation for the Alwal Municipality Officials.","A 19thâ€‘century palace with European-style architecture, now a government office.",tourism:alwal_lake,state:telangana,city:hyderabad,history:errum_manzil,cap_v1,"Which historic site, famous for 19th century palace with european-style architecture, is located in the capital city of the state where the tourist attraction is associated?","Removed ""(known for about 8 kilometers north of secunderabad)""and“Alwal Lake”"
"Which language, famous for kherwarian munda language spoken natively, is located in the capital city of the state where the waterfall “Hundru Falls” (known for scenic waterfall on the subarnarekha river) is associated?",Santali & Ho,"A scenic waterfall on the Subarnarekha River, popular for tourism and picnics.","A Kherwarian Munda language spoken natively by the Santal people of South Asia,most widely-spoken language of the Munda subfamily of the Austroasiatic languages, related to Ho and Mundari.It is a recognised regional language of India as per the Eighth Schedule of the Indian Constitution.It is spoken by around 7.6 million peopleÂ inÂ India.",tourism:hundru_falls,state:jharkhand,city:ranchi,language:santali_ho,cap_v1,"Which language, famous for kherwarian munda language spoken natively, located in the capital city of the state where the waterfall is associated?","Removed ""(known for scenic waterfall on the subarnarekha river)"",""is"" and “Hundru Falls”"
"Which historic site, famous for sprawling 19th-century european-style palace built, is located in the capital city of the state where the art piece “Deccan painting” (known for indian miniature painting produced in the deccan region) is associated?","Bella Vista, Hyderabad","Indian miniature painting produced in the Deccan region, in the various Muslim capitals of the Deccan sultanates that emerged from the break-up of the Bahmani Sultanate by 1520.These were Bijapur, Golkonda, Ahmadnagar, Bidar, and Berar.",A sprawling 19th-century European-style palace built by the Paigah nobility.,art:deccan_painting,state:telangana,city:hyderabad,history:bella_vista_hyderabad,cap_v1,"Which historic site, famous for sprawling 19th-century european-style palace , is located in the capital city of the state where the art piece is associated?","Removed ""(known for indian miniature painting produced in the deccan region) "",""built""and “Deccan painting”"
"Which personality, famous for award-winning indian weightlifter and multiple commonwealth games medalist from manipur, is located in the capital city of the state where the festival “Cheiraoba” (known for manipuri new year festival celebrated with offerings) is associated?",Kunjarani Devi,"The Manipuri New Year festival celebrated with offerings, feasting, and traditional rituals in April",An award-winning Indian weightlifter and multiple Commonwealth Games medalist from Manipur.,festival:cheiraoba,state:manipur,city:imphal,personalities:kunjarani_devi,cap_v1,"Which personality, famous for award-winning indian weightlifter and multiple commonwealth games medalist , is located in the capital city of the state where the festival “Cheiraoba” is associated?","Removed""(known for manipuri new year festival celebrated with offerings) "",""from manipur"""
"Which historic site, famous for central commercial district named after the british resident albert abid, is located in the capital city of the state where the personality “K Chandrasekhar Rao” (known for indian politician currently representing the gajwel assembly constituency and serving as the) is associated?",Abids,An Indian politician currently representing the Gajwel Assembly constituency and serving as the leader of the opposition in the Telangana Legislative Assembly.He is the founder and leader of the Bharat Rashtra Samithi,A central commercial district named after the British resident Albert Abid.,personalities:k_chandrasekhar_rao,state:telangana,city:hyderabad,history:abids,cap_v1,"Which historic site, famous for central commercial district named after the british resident albert abid, is located in the capital city of the state where the personality “K Chandrasekhar Rao” is associated?","Corrected it question by replacing ""where the personality “K Chandrasekhar Rao” is associated"" with ""associated with K. Chandrasekhar Rao""and removed ""(known for indian politician currently representing the gajwel assembly constituency and serving as the)"",""named after the British resident Albert Abid"""
